icd9_code,icd10_code,rank,reason
07059,B188,2,"Other chronic viral hepatitis is a relevant match because it refers to another type of unspecified viral hepatitis, differing mainly in the chronicity aspect."
07059,B189,3,"Chronic viral hepatitis, unspecified is the least specific match as it does not specify the type of viral hepatitis and does not align with the acute aspect suggested by the ICD-9 description."
07798,A740,1,"directly corresponds to chlamydial conjunctivitis, which is a specific disease of the conjunctiva due to chlamydiae."
07798,A7489,2,"refers to other chlamydial diseases but does not specify conjunctival involvement, making it less relevant."
07889,B338,1,"This code directly corresponds to 'Other specified viral diseases', which aligns well with the ICD-9 description."
07889,A983,2,"Marburg virus disease is a specific viral disease, which is a subset of the broader category in the ICD-9 code, but not as general as 'Other specified viral diseases'."
07889,A984,3,"Ebola virus disease is also a specific viral disease, similar to Marburg virus disease, but is less related to the generality of the ICD-9 code compared to B338."
07989,B338,1,"Directly matches 'Other specified viral diseases', aligning well with 'Other specified viral infection'."
07989,B348,2,"Covers 'Other viral infections of unspecified site', which is a broad category that can include unspecified viral infections."
07989,B341,3,"Refers to 'Enterovirus infection, unspecified', which is a specific type of viral infection that may fall under 'other specified viral infection'."
07989,B342,4,"Refers to 'Coronavirus infection, unspecified', which is another specific type of viral infection."
07989,B344,5,"Refers to 'Papovavirus infection, unspecified', which is a specific viral infection but less commonly related to 'other specified viral infection'."
07989,B9719,6,"Describes 'Other enterovirus as the cause of diseases classified elsewhere', but is too specific to match well with the general category of 'other specified viral infection'."
07989,B9729,7,"Describes 'Other coronavirus as the cause of diseases classified elsewhere', which is specific to coronaviruses and less relevant as a general match."
07989,B9789,8,"Describes 'Other viral agents as the cause of diseases classified elsewhere', which is very specific and does not match the broad category of 'other specified viral infection'."
0840,B508,1,"More specific, refers to severe and complicated Plasmodium falciparum malaria, closely related to 'malignant tertian' malaria."
0840,B509,2,"Less specific, refers to Plasmodium falciparum malaria without specifying severity or complications."
0844,B538,1,"Directly corresponds to 'Other malaria, not elsewhere classified' which aligns with the ICD-9 description."
0844,B531,2,"Specifically refers to 'Malaria due to simian plasmodia', which is a subtype of malaria and does not encompass the broader category of 'Other malaria'."
0849,B508,1,Other severe and complicated Plasmodium falciparum malaria closely aligns with 'other pernicious complications'.
0849,B518,2,Plasmodium vivax malaria with other complications captures the idea of 'other complications' in the context of malaria.
0849,B528,3,"Plasmodium malariae malaria with other complications reflects the 'other complications' aspect, though specific to a different species."
0849,B500,4,"Plasmodium falciparum malaria with cerebral complications is specific to cerebral issues, which is a specific type of complication."
0849,B510,5,"Plasmodium vivax malaria with rupture of spleen is specific to a particular complication, which may not fit under 'other complications'."
0849,B520,6,Plasmodium malariae malaria with nephropathy is a specific complication that does not align well with 'other pernicious complications'.
0860,B572,1,"Chagas' disease (chronic) with heart involvement is a direct match for the diagnosis of Chagas' disease with heart involvement, reflecting the chronic nature."
0860,B570,2,"Acute Chagas' disease with heart involvement is related but specifies an acute condition, which does not match the unspecified nature of the ICD-9 code."
0913,A5139,1,"This code specifically refers to other secondary syphilis of the skin, which is directly related to the ICD-9 description."
0913,A5131,2,"This code refers to condyloma latum, which is a manifestation of secondary syphilis but is more specific and does not encompass all forms of secondary syphilis affecting the skin or mucous membranes."
1105,B354,1,"B354 is a direct match for 'Dermatophytosis of the body' as it specifically refers to 'Tinea corporis', which is a synonym."
1105,B355,2,"B355 refers to 'Tinea imbricata', which is a specific type of dermatophytosis but not synonymous with the general term for dermatophytosis of the body, making it less relevant."
1120,B370,1,"Candidal stomatitis is a direct synonym for candidiasis of the mouth, maintaining the same body site and condition."
1120,B3783,2,"Candidal cheilitis refers specifically to candidiasis of the lips, which is related but not the same as candidiasis of the mouth; thus, it is less specific."
1122,B3749,1,"This code directly corresponds to 'Other urogenital candidiasis', which is a broader term encompassing candidiasis of various urogenital sites, aligning closely with the ICD-9 description."
1122,B3742,2,"Candidal balanitis is a specific type of urogenital candidiasis affecting the glans penis. While related, it is more specific and does not encompass all other urogenital sites as indicated in the ICD-9 description."
1161,B410,1,"Specific to pulmonary paracoccidioidomycosis, a common manifestation of the disease."
1161,B419,2,"General code for paracoccidioidomycosis, less specific than B410."
1171,B429,1,"Sporotrichosis, unspecified - matches the general diagnosis without specifying location."
1171,B421,2,Lymphocutaneous sporotrichosis - a specific form of sporotrichosis that is commonly recognized.
1171,B420,3,Pulmonary sporotrichosis - a specific form but less common than lymphocutaneous.
1171,B427,4,Disseminated sporotrichosis - represents a more severe and less common form of the disease.
1175,B457,1,"Disseminated cryptococcosis is a specific type of cryptococcosis that indicates a more severe form of the disease, closely related to the general term 'cryptococcosis'."
1175,B450,2,"Pulmonary cryptococcosis is a specific manifestation of cryptococcosis that affects the lungs, still closely related to the general term but less general than 'cryptococcosis, unspecified'."
1175,B459,3,"Cryptococcosis, unspecified is the most general code and does not specify the type or location of cryptococcosis, making it the least specific match."
1179,B488,1,"This code specifically refers to 'Other specified mycoses', which aligns closely with the ICD-9 description of 'Other and unspecified mycoses', indicating a specific type of mycosis."
1179,B49,2,"This code refers to 'Unspecified mycosis', which is a broader match to 'Other and unspecified mycoses', but lacks the specificity of the first candidate."
1229,B6790,1,Directly matches the unspecified category of echinococcosis.
1229,B6799,2,"Represents other forms of echinococcosis, aligning with 'other and unspecified' but is less specific than the first."
1269,B769,1,"This code directly corresponds to hookworm disease in an unspecified form, matching the ICD-9 description of ancylostomiasis and necatoriasis, which are types of hookworm infections."
1269,B768,2,"While this code refers to other hookworm diseases, it is less specific than the unspecified code and does not directly match the description of ancylostomiasis and necatoriasis."
1342,B834,1,"Internal hirudiniasis is a direct match to hirudiniasis, indicating a specific site of infestation."
1342,B883,2,"External hirudiniasis also matches hirudiniasis but specifies an external site, making it less specific than internal."
1368,B998,1,"Broader category encompassing various infectious diseases, aligning with 'Other specified infectious and parasitic diseases'."
1368,B608,2,"Specific to protozoal diseases, which is a subset of infectious diseases but not a direct match to the broader category."
1369,B999,1,"This code captures the broader category of unspecified infectious diseases, aligning closely with the ICD-9 description."
1369,B89,2,This code is specific to parasitic diseases and does not encompass the broader category of infectious diseases as described in the ICD-9 code.
138,B91,1,Directly corresponds to the late effects (sequelae) of poliomyelitis.
138,G14,2,"Related to poliomyelitis but specifically refers to postpolio syndrome, which may not encompass all late effects."
1398,B948,1,"Directly corresponds to sequelae of other specified infectious and parasitic diseases, aligning with the laterality and specificity of 'other' in the ICD-9 description."
1398,B949,2,"Corresponds to sequelae of unspecified infectious and parasitic disease, which is a broader and less specific match to the ICD-9 description."
1468,C108,1,"This code refers to malignant neoplasms in overlapping sites of the oropharynx, which is closely related to the specified site in the ICD-9 description."
1468,C104,2,"While this code refers to a malignant neoplasm, it specifically mentions the branchial cleft, which is not directly related to the oropharynx."
1550,C228,1,"This code directly corresponds to the primary malignant neoplasm of liver and is unspecified as to type, matching the general description."
1550,C220,2,"Liver cell carcinoma is a specific type of primary malignant neoplasm of the liver, making it a close match."
1550,C227,3,"This code refers to other specified carcinomas of the liver, which can include primary malignancies, but is less specific than C228 or C220."
1550,C222,4,"Hepatoblastoma is a specific type of liver cancer primarily seen in children, which does not match the adult primary malignant neoplasm context."
1578,C257,1,"synonymous with 'malignant neoplasm of other parts of pancreas', directly matches the description of 'other specified sites'."
1578,C258,2,"refers to overlapping sites which is less specific than 'other specified sites', making it a less accurate match."
1588,C481,1,Exact match in meaning; both codes refer to malignant neoplasm of specified parts of peritoneum.
1588,C488,2,"Related but less specific; refers to overlapping sites of retroperitoneum and peritoneum, which is broader than the specified parts."
1715,C494,1,"Direct match in description, specifies malignant neoplasm of connective and soft tissue of abdomen."
1715,C49A0,2,"Related to soft tissue neoplasm but specifies gastrointestinal stromal tumor, which is a subtype."
1715,C49A1,3,"Specific gastrointestinal stromal tumor but located in the esophagus, which is not in the abdomen."
1715,C49A2,4,"Specific gastrointestinal stromal tumor but located in the stomach, which is part of the abdomen."
1715,C49A3,5,"Specific gastrointestinal stromal tumor but located in the small intestine, which is part of the abdomen."
1715,C49A4,6,"Specific gastrointestinal stromal tumor but located in the large intestine, which is part of the abdomen."
1715,C49A5,7,"Specific gastrointestinal stromal tumor but located in the rectum, which is not strictly considered part of the abdominal cavity."
1715,C49A9,8,Related to soft tissue neoplasm but unspecified site makes it less relevant to the abdominal context.
1718,C498,1,"directly matches the description of malignant neoplasm of connective and soft tissue, with emphasis on overlapping sites, which aligns with the ICD-9 description."
1718,C478,2,"while it is a malignant neoplasm, it specifically pertains to peripheral nerves and autonomic nervous system, which is not relevant to the connective and other soft tissue specified in the ICD-9 description."
1720,C430,1,Exact match in terms of malignancy and body site (lip).
1720,D030,2,"Related condition (melanoma in situ) but not malignant, hence less specific."
1722,C4320,1,"Matches the diagnosis of malignant melanoma of the ear and external auditory canal, with unspecified laterality."
1722,D0320,2,"Represents melanoma in situ of the ear and external auditory canal, but is not malignant."
1722,D0321,3,"Represents melanoma in situ of the right ear and external auditory canal, but is not malignant."
1722,D0322,4,"Represents melanoma in situ of the left ear and external auditory canal, but is not malignant."
1723,C4330,1,Directly matches 'malignant melanoma of unspecified part of face'.
1723,C4331,2,"Specific to the nose, which is a part of the face; however, it's more specific than 'unspecified'."
1723,C4339,3,"Covers malignant melanoma of other parts of face, aligning with 'other parts of face'."
1723,D0330,4,"Refers to melanoma in situ, which is a different stage than malignant melanoma but still relates to the face."
1723,D0339,5,"Similar to D0330 but pertains to other parts of the face; however, it is still in situ and not malignant."
1724,C434,1,Exact match in malignancy type and location.
1724,D034,2,"Different stage of melanoma (in situ vs malignant), but same location."
1725,C4359,1,"Malignant melanoma of other part of trunk is the closest match, as it specifies the trunk and maintains the malignant nature."
1725,D0359,2,"Melanoma in situ of other part of trunk, while not malignant, still refers to the trunk and is the same anatomical region."
1725,D0351,3,"Melanoma in situ of anal skin is related to melanoma but does not involve the trunk, thus less relevant."
1725,D0352,4,"Melanoma in situ of breast (skin) (soft tissue) is also not located on the trunk, making it a poor match."
1726,C4360,1,Directly corresponds to malignant melanoma of unspecified upper limb.
1726,D0361,2,Melanoma in situ of right upper limb is a specific location variant but denotes a different stage (in situ) than malignant.
1726,D0362,3,Melanoma in situ of left upper limb is a specific location variant but denotes a different stage (in situ) than malignant.
1726,D0360,4,Melanoma in situ of unspecified upper limb is less specific than C4360 and denotes a different stage (in situ) than malignant.
1727,C4370,1,"Malignant melanoma of unspecified lower limb, including hip - directly matches the malignant nature and body site."
1727,D0371,2,"Melanoma in situ of right lower limb, including hip - related to lower limb but specifies right side, which is less specific than the original malignant melanoma."
1727,D0372,3,"Melanoma in situ of left lower limb, including hip - related to lower limb but specifies left side, which is less specific than the original malignant melanoma."
1727,D0370,4,"Melanoma in situ of unspecified lower limb, including hip - related but refers to 'in situ' rather than malignant, making it a less accurate match."
1728,C438,1,"Both codes refer to malignant melanoma, but C438 specifies overlapping sites, which aligns with the broader category of 'other specified sites'."
1728,D038,2,"D038 refers to melanoma in situ, which is a different classification and does not match the malignant nature of the original code."
1729,C439,1,"This code directly corresponds to malignant melanoma of skin, matching the unspecified site aspect of the ICD-9 code."
1729,D039,2,"This code refers to melanoma in situ, which is a different classification than malignant melanoma; therefore, it is a less direct match."
17330,C44300,1,Directly corresponds to unspecified malignant neoplasm of skin of unspecified part of face.
17330,C44309,2,"Refers to unspecified malignant neoplasm of skin of other parts of face, closely aligned with the original description."
17330,C44301,3,"Specific to the nose, which is a part of the face, but not as broadly applicable as the others."
17331,C44319,1,"This code specifically refers to basal cell carcinoma of skin of other parts of face, which aligns well with the ICD-9 description."
17331,C44310,2,"This code refers to basal cell carcinoma of skin of unspecified parts of face, which is somewhat less specific than the first choice but still relevant."
17331,C44311,3,"This code specifically refers to basal cell carcinoma of skin of the nose, which is not applicable to the broader description of 'other and unspecified parts of face'."
17332,C44329,1,Exact match for 'other parts of face' specified in the ICD-9 description.
17332,C44320,2,"Matches 'unspecified parts of face'; however, it lacks the specificity of 'other parts'."
17332,C44321,3,"Specific to the nose, which is not mentioned in the ICD-9 description; thus, it is less relevant."
17339,C44399,1,"Directly corresponds to 'other parts of face', matching the description of unspecified parts."
17339,C44390,2,"Refers to unspecified parts of face, which is a broader match but still relevant."
17339,C44391,3,"Specifically refers to the nose, which is a more specific site and does not match 'other and unspecified parts'."
17350,C44509,1,"This code specifies a malignant neoplasm of skin of other part of trunk, which closely matches the ICD-9 description."
17350,C44500,2,"This code pertains to malignant neoplasm of anal skin, which is not directly related to the trunk but is a malignant skin neoplasm."
17350,C44501,3,"This code specifies a malignant neoplasm of skin of breast, which is not part of the trunk as described in the ICD-9."
17351,C44519,1,"specific to basal cell carcinoma of skin of other part of trunk, aligning with the trunk location."
17351,C44510,2,"refers to basal cell carcinoma but is specific to anal skin, which is not aligned with trunk."
17351,C44511,3,"refers to basal cell carcinoma of skin of breast, which is not aligned with trunk."
17352,C44529,1,"specificity to trunk, other part of trunk matches the description of trunk skin cancer"
17352,C44520,2,"related to squamous cell carcinoma but refers to anal skin, not trunk"
17352,C44521,3,"related to squamous cell carcinoma but refers to skin of breast, not trunk"
17359,C44599,1,"Matches the body site (trunk) and is specified as 'other part of trunk', aligning closely with the ICD-9 description."
17359,C44590,2,"Refers to malignant neoplasm of skin, but specifically of anal skin, which is not part of the trunk. However, it is still a skin-related malignancy."
17359,C44591,3,"Refers to malignant neoplasm of skin of the breast, which is not part of the trunk; thus, it is less relevant."
1820,C549,1,"direct match to the description of 'Malignant neoplasm of corpus uteri, unspecified', maintaining the same site."
1820,C541,2,"related site as it refers to the malignant neoplasm of endometrium, which is part of the corpus uteri."
1820,C543,3,"refers to the fundus uteri, which is anatomically related but more specific than the corpus."
1820,C542,4,"refers to the myometrium, which is a different layer of the uterus and less specific to the corpus."
1848,C577,1,synonymy; directly corresponds to the description of malignant neoplasm of other specified female genital organs
1848,C578,2,"related but less specific; refers to overlapping sites, which may not be the exact match for 'other specified sites'"
1869,C6210,1,"Specific to malignant neoplasm of the descended testis, which is a more precise classification than unspecified."
1869,C6290,2,"Broader category for unspecified testis without distinguishing whether descended or undescended, making it less specific than C6210."
1878,C637,1,"Directly corresponds to 'other specified male genital organs', maintaining specificity."
1878,C608,2,Related to malignancy of the penis but is more specific to overlapping sites.
1878,C638,3,Describes overlapping sites of male genital organs but is less specific than C637.
1921,C700,1,exact match in description and specificity
1921,C709,2,"related condition but less specific, as it is unspecified"
1922,C720,1,exact match in description for malignant neoplasm of spinal cord
1922,C721,2,"related condition (malignant neoplasm) but refers specifically to the cauda equina, which is not the spinal cord itself"
1943,C751,1,exact match for malignant neoplasm of the pituitary gland
1943,C752,2,"specific match for malignant neoplasm of the craniopharyngeal duct, related but less general than the pituitary gland"
1978,C7889,1,"This code directly corresponds to 'Secondary malignant neoplasm of other digestive organs,' matching the description of the ICD-9 code."
1978,C787,2,"This code refers specifically to the liver and intrahepatic bile duct, which is a more specific site than 'other digestive organs' and thus not a suitable match."
1981,C7919,1,direct match with the description of secondary malignant neoplasm of other urinary organs
1981,C7911,2,"related but more specific to the bladder, which is a subset of urinary organs"
1984,C7949,1,Direct match to the description of secondary malignant neoplasm of other parts of nervous system.
1984,C7932,2,"Specific to secondary malignant neoplasm of cerebral meninges, which is a subset of nervous system but not the same as 'other parts'."
1985,C7951,1,"Directly corresponds to secondary malignant neoplasm of bone, matching the body site."
1985,C7952,2,"Directly corresponds to secondary malignant neoplasm of bone marrow, matching the body site."
20000,C8339,1,"Direct match to 'extranodal and solid organ sites', which aligns with the unspecified site in ICD-9 description."
20000,C8330,2,Related to 'Diffuse large B-cell lymphoma' but lacks the specificity for extranodal and solid organ sites.
20010,C8359,1,"direct match with 'extranodal and solid organ sites', maintaining specificity."
20010,C8350,2,"broader category of lymphoma, but lacks specification for extranodal and solid organ sites."
20020,C8379,1,"Directly corresponds to Burkitt lymphoma at extranodal and solid organ sites, matching the specificity of the ICD-9 description."
20020,C8370,2,"Refers to Burkitt lymphoma but is unspecified for the site; therefore, it is less specific than C8379."
20030,C8389,1,"Directly matches 'extranodal and solid organ sites', which is specified in the ICD-9 description."
20030,C8380,2,"Describes 'other non-follicular lymphoma' but does not specify 'extranodal and solid organ sites', making it less specific."
20040,C8319,1,Directly matches the description of mantle cell lymphoma at extranodal and solid organ sites.
20040,C8310,2,Matches the general description of mantle cell lymphoma but lacks specificity regarding extranodal and solid organ sites.
20050,C8339,1,Directly matches the description of lymphoma at extranodal and solid organ sites.
20050,C8389,2,"Refers to non-follicular lymphoma at extranodal and solid organ sites, closely related but less specific."
20050,C8380,3,Describes other non-follicular lymphoma but lacks the specificity of site detail.
20051,C8331,1,"Diffuse large B-cell lymphoma is a type of lymphoma, and it specifically involves lymph nodes of the head, face, and neck, making it a closely related diagnosis."
20051,C8381,2,"Other non-follicular lymphoma also involves lymph nodes of the head, face, and neck, but is less specific compared to the first code as it does not indicate the particular type of lymphoma."
20052,C8332,1,"Diffuse large B-cell lymphoma is a specific type of lymphoma, closely related to the primary central nervous system lymphoma, and both involve intrathoracic lymph nodes."
20052,C8382,2,Other non-follicular lymphoma also involves intrathoracic lymph nodes but is less specific than diffuse large B-cell lymphoma.
20054,C8334,1,"specificity and synonymy; both describe lymphoma located in the lymph nodes of the axilla and upper limb, with a specific subtype."
20054,C8384,2,related but less specific; describes a different type of lymphoma in the same anatomical location but does not match the primary type stated.
20058,C8388,1,Other non-follicular lymphoma is closely related to primary central nervous system lymphoma in terms of being a type of lymphoma affecting multiple lymph nodes.
20058,C8338,2,Diffuse large B-cell lymphoma is a specific subtype of lymphoma that may be considered but is less directly related to the primary central nervous system aspect mentioned in the ICD-9 description.
20060,C8469,1,Directly matches the description with 'extranodal and solid organ sites' and is more specific than the unspecified site.
20060,C8479,2,"Matches 'extranodal and solid organ sites' but refers to ALK-negative variant, still relevant."
20060,C8460,3,"Refers to ALK-positive variant but is unspecified, making it less specific than C8469."
20060,C8470,4,"ALK-negative and unspecified site, which is the least relevant match to the original description."
20061,C8461,1,specificity in subtype (ALK-positive) matches the diagnosis of anaplastic large cell lymphoma in the same body site.
20061,C8471,2,specificity in subtype (ALK-negative) matches the diagnosis of anaplastic large cell lymphoma in the same body site.
20064,C8464,1,Specific subtype (ALK-positive) of anaplastic large cell lymphoma affecting the same anatomical site.
20064,C8474,2,Specific subtype (ALK-negative) of anaplastic large cell lymphoma affecting the same anatomical site.
20080,C8389,1,"More specific as it refers to extranodal and solid organ sites, aligning closely with the description of 'other named variants of lymphosarcoma and reticulosarcoma, unspecified site, extranodal and solid organ sites'."
20080,C8380,2,"Less specific as it refers to lymphoma at an unspecified site, which does not capture the extranodal and solid organ detail from the ICD-9 description."
20140,C8109,1,"Direct match for extranodal and solid organ sites, closely aligns with Hodgkin's disease description."
20140,C8100,2,"Refers to nodular lymphocyte predominant Hodgkin lymphoma, unspecified site, which is similar but lacks the extranodal specification."
20140,C8149,3,"Lymphocyte-rich Hodgkin lymphoma, extranodal and solid organ sites, though different subtype, matches the site specification."
20140,C8140,4,"Lymphocyte-rich Hodgkin lymphoma, unspecified site, does not match the extranodal specification."
20141,C8141,1,Lymphocyte-rich Hodgkin lymphoma is closely related to lymphocytic-histiocytic predominance and affects the same body site.
20141,C8101,2,Nodular lymphocyte predominant Hodgkin lymphoma is a different subtype but also affects the lymph nodes of the same anatomical regions.
20143,C8103,1,"This code specifies 'Nodular lymphocyte predominant Hodgkin lymphoma' which is closely related to 'Hodgkin's disease, lymphocytic-histiocytic predominance' and also specifies 'intra-abdominal lymph nodes'."
20143,C8143,2,This code refers to 'Lymphocyte-rich Hodgkin lymphoma' which is a variant of Hodgkin's lymphoma but is less specific to the description provided in the ICD-9 code.
20148,C8148,1,"Lymphocyte-rich Hodgkin lymphoma is semantically close to lymphocytic-histiocytic predominance, specifically referring to the same cell type and body site."
20148,C8108,2,"Nodular lymphocyte predominant Hodgkin lymphoma is related but refers to a different subtype of Hodgkin lymphoma, making it a less precise match."
20150,C8119,1,This code directly matches the description of Hodgkin's disease with extranodal and solid organ sites.
20150,C8110,2,"This code refers to nodular sclerosis Hodgkin lymphoma but specifies an unspecified site, making it less specific than C8119."
20160,C8129,1,"Direct match to the description specifying 'extranodal and solid organ sites', aligns with the ICD-9 description."
20160,C8120,2,Matches 'mixed cellularity Hodgkin lymphoma' but lacks the specificity of 'extranodal and solid organ sites'.
20170,C8139,1,"This code specifies lymphocyte depleted Hodgkin lymphoma at extranodal and solid organ sites, matching the specificity of the ICD-9 description."
20170,C8130,2,"This code refers to lymphocyte depleted Hodgkin lymphoma but does not specify the site, making it less specific compared to C8139."
20190,C8199,1,"Directly matches 'Hodgkin lymphoma, unspecified, extranodal and solid organ sites' which includes the specific context of extranodal and solid organ involvement."
20190,C8190,2,"Matches 'Hodgkin lymphoma, unspecified, unspecified site' but lacks the specific detail of extranodal and solid organ sites."
20200,C8299,1,Directly matches the description of extranodal and solid organ sites.
20200,C8290,2,Related to follicular lymphoma but does not specify extranodal and solid organ sites.
20210,C8409,1,"This code specifically refers to mycosis fungoides at extranodal and solid organ sites, directly matching the ICD-9 description."
